SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
9202 JP,Ana Holdings Inc,0.03,,,8,39,36,8,5,50,76,,"13,022","11,962",45.51,0,29.1,12.2,,,,
1803 JP,Shimizu Corp,0.04,,,8,50,11,11,26,86,76,,"8,273","6,260",26.33,0,16.4,9.7,,,,
ADEN VX,Adecco Group Ag-Reg,0.07,Yes,N,8,24,17,46,20,76,38,,"12,638","12,065",131.69,0,18.7,12.1,,Andrew Siepker,,
WJA CN,Westjet Airlines Ltd,0.01,,,9,43,27,3,53,44,48,,"2,408","2,381",9.91,0,-2.2,8.8,,,,
VOLVB SS,Volvo Ab-B Shs,0.17,,N,9,44,29,11,3,26,71,,"37,118","23,837",159.48,0,50.1,13.5,,Andrew Siepker,,
VOLVA SS,Volvo Ab-A Shs,0.02,,N,9,44,29,11,3,26,71,,"37,118","3,838",159.48,0,50.1,13.5,,Andrew Siepker,,
BPOST BB,Bpost Sa,0.02,,,10,4,30,19,60,65,22,,"5,529","2,707",14.59,0,16.4,13.6,,,,
KRN GR,Krones Ag,0.01,,,10,18,39,27,16,76,21,,"3,899","1,888",4.86,0,39.4,16.8,,,,
BUCN SW,Bucher Industries Ag-Reg,0.01,,,11,22,64,9,10,42,23,,"3,638","2,223",7.51,0,38.0,19.5,,,,
LOG SM,Cia De Distribucion Integral,0.01,,N,11,7,8,84,32,50,25,,"3,252",960,3.66,0,13.2,15.4,,Taylor Cope,,
179 HK,Johnson Electric Holdings,0.01,,,12,34,30,22,17,46,33,,"3,150","1,248",5.02,0,35.5,11.0,,,,
POST AV,Oesterreichische Post Ag,0.01,,,13,6,42,49,4,66,17,,"2,995","1,409",2.44,0,42.2,15.7,,,,
9022 JP,Central Japan Railway Co,0.19,,,13,38,22,14,57,80,5,,"34,308","28,336",65.50,0,-2.8,9.4,,,,
SAND SS,Sandvik Ab,0.11,,N,13,13,60,19,9,67,53,,"20,337","17,595",123.69,0,29.5,16.7,,Andrew Siepker,,
HWDN LN,Howden Joinery Group Plc,0.02,,N,13,2,43,19,46,78,16,,"3,386","3,358",23.90,0,20.3,13.7,,Dan Su,,
DPW GR,Deutsche Post Ag-Reg,0.24,,N,14,16,45,38,11,58,32,,"50,144","39,654",173.50,0,20.6,14.5,,Andrew Siepker,,
SU FP,Schneider Electric Se,0.26,Yes,N,15,26,38,27,32,78,5,,"47,739","43,869",177.42,0,16.1,15.6,,Andrew Siepker,,
STR AV,Strabag Se-Br,0.00,,,17,43,19,44,11,78,42,,"4,809",648,0.47,0,27.1,13.0,,,,
EZJ LN,Easyjet Plc,0.02,Yes,O,17,46,37,10,21,63,52,,"6,454","4,269",75.89,0,42.6,12.4,,Anil Daka,,
AALB NA,Aalberts Industries Nv,0.03,,N,17,26,64,13,13,56,13,,"4,922","4,259",23.55,0,34.5,16.7,,Anil Daka,,
53 HK,Guoco Group Ltd,0.01,,,18,51,9,40,44,35,10,,"4,049","1,012",0.28,0,6.5,8.2,,,,
HOT GR,Hochtief Ag,0.02,,,18,6,59,35,9,35,62,,"11,486","3,239",21.58,0,28.8,20.2,,,,
ROCKB DC,Rockwool Intl A/s-B Shs,0.01,,,18,18,72,10,28,55,33,,"5,112","2,034",7.17,0,29.8,21.5,,,,
ROCKA DC,Rockwool Intl A/s-A Shs,0.01,,,18,18,72,10,28,55,33,,"5,112","1,060",7.17,0,29.8,21.5,,,,
VWS DC,Vestas Wind Systems A/s,0.12,Yes,N,18,3,42,50,24,59,80,,"19,408","19,391",132.15,0,51.6,14.8,,Andrew Siepker,,
SGC LN,Stagecoach Group Plc,0.01,,N,18,12,8,86,81,89,40,,"1,269",937,7.23,0,-10.7,8.9,,Taylor Cope,,
OSR GR,Osram Licht Ag,0.04,,,19,27,45,47,8,75,66,,"8,498","6,367",31.94,0,55.8,19.2,,,,
AENA SM,Aena Sa,0.08,,O,19,16,76,23,4,77,36,,"28,870","14,146",90.77,0,43.6,19.4,,Andrew Siepker,,
FERG LN,Ferguson Plc,0.09,Yes,O,19,17,32,50,62,40,29,,"14,847","14,830",71.02,0,-3.0,14.1,,Andrew Siepker,,
DUE GR,Duerr Ag,0.02,,N,19,12,40,67,9,65,42,,"4,018","2,841",30.19,0,55.7,17.0,,Anil Daka,,
PRY IM,Prysmian Spa,0.04,,NO,20,17,66,24,19,68,32,,"6,796","6,320",54.71,0,23.7,15.1,,Anil Daka,,
ITRK LN,Intertek Group Plc,0.06,,O,20,8,82,8,20,62,11,,"10,160","10,139",37.38,0,32.6,24.5,,Anil Daka,,
ALFA SS,Alfa Laval Ab,0.04,Yes,N,21,18,76,23,7,92,52,,"9,528","6,732",54.80,0,37.7,20.7,,Andrew Siepker,,
FHZN SW,Flughafen Zuerich Ag-Reg,0.03,,N,21,21,79,27,2,74,19,,"7,853","4,838",24.28,0,38.6,28.3,,Anil Daka,,
MTX GR,Mtu Aero Engines Ag,0.05,Yes,O,21,48,55,10,5,42,25,,"7,419","7,324",39.16,0,28.8,14.9,,Anil Daka,,
SMIN LN,Smiths Group Plc,0.05,,NO,21,11,55,35,31,77,13,,"7,924","7,895",38.24,0,16.1,16.1,,Anil Daka,,
IMI LN,Imi Plc,0.02,Yes,N,21,13,61,25,33,88,16,,"4,019","4,016",17.50,0,25.9,16.8,,Anil Daka,,
CASH SM,Prosegur Cash Sa,0.01,,N,22,16,49,40,,42,11,,"4,227","1,057",3.30,0,22.1,15.2,,Taylor Cope,,
CPI LN,Capita Plc,0.03,Yes,N,22,25,13,82,62,87,44,,"5,520","5,516",35.53,0,38.0,11.7,,Anil Daka,,
8001 JP,Itochu Corp,0.14,,N,22,61,6,54,25,72,24,,"26,551","23,555",74.22,0,18.6,6.7,,William DeAllaume,,
CIM AU,Cimic Group Ltd,0.02,,,23,5,71,31,15,80,52,,"10,910","2,965",11.83,0,33.8,19.1,,,,
CNR CN,Canadian Natl Railway Co,0.37,Yes,O,23,6,77,23,12,39,2,,"59,892","59,805",159.94,0,1.6,17.7,,Anil Daka,,
6273 JP,Smc Corp,0.12,Yes,N,23,26,80,5,34,68,51,,"23,225","21,796",68.82,0,34.4,19.2,,Andrew Siepker,,
SGRE SM,Siemens Gamesa Renewable Ene,0.02,,N,23,37,17,63,41,25,90,,"10,180","3,313",91.39,0,0.8,12.9,,Andrew Siepker,,
DG FP,Vinci Sa,0.26,Yes,O,23,38,46,23,22,78,4,,"53,377","50,145",188.48,0,32.1,14.9,,Andrew Siepker,,
6481 JP,Thk Co Ltd,0.02,,,24,48,54,12,9,21,79,,"4,518","4,032",25.86,0,41.5,17.1,,,,
6473 JP,Jtekt Corp,0.02,,,24,49,5,66,68,83,61,,"4,530","2,990",20.68,0,-8.8,9.1,,,,
KSP ID,Kingspan Group Plc,0.04,Yes,O,24,33,80,4,22,80,33,,"6,908","5,658",22.34,0,22.7,19.0,,William DeAllaume,,
ABE SM,Abertis Infraestructuras Sa,0.08,Yes,N,24,56,39,19,6,61,53,,"19,600","14,598",73.42,0,43.0,15.3,,Andrew Siepker,,
KNIN VX,Kuehne + Nagel Intl Ag-Reg,0.05,Yes,N,24,2,77,31,6,59,29,,"21,192","9,742",80.16,0,35.3,24.8,,Andrew Siepker,,
ABBN VX,Abb Ltd-Reg,0.28,,N,24,13,48,53,37,86,22,,"50,176","43,959",260.51,0,14.5,16.8,,Andrew Siepker,,
5333 JP,Ngk Insulators Ltd,0.03,,,25,39,34,24,57,20,39,,"6,044","5,695",27.70,0,4.4,11.3,,,,
6302 JP,Sumitomo Heavy Industries,0.03,,,25,61,30,9,39,59,60,,"4,447","4,188",24.43,0,13.5,12.0,,,,
6504 JP,Fuji Electric Co Ltd,0.02,,O,25,36,25,49,49,82,43,,"3,984","3,114",18.96,0,7.5,12.1,,Anil Daka,,
WKL NA,Wolters Kluwer,0.08,,O,25,18,44,57,47,73,2,,"13,217","12,543",52.72,0,22.2,15.2,,William Benton,,
DOKA SW,Dormakaba Holding Ag,0.02,Yes,O,26,4,74,26,23,83,27,,"3,759","3,361",12.45,0,16.4,25.2,,Taylor Cope,,
TRELB SS,Trelleborg Ab-B Shs,0.04,,N,26,31,66,23,14,45,24,,"6,339","5,461",30.11,0,20.9,14.7,,Anil Daka,,
DSV DC,Dsv A/s,0.08,Yes,O,26,24,87,10,8,19,22,,"13,198","12,955",48.69,0,43.6,21.7,,Anil Daka,,
HO FP,Thales Sa,0.07,Yes,O,26,8,48,71,18,39,16,,"23,508","11,557",50.82,0,15.6,17.1,,Andrew Siepker,,
LR FP,Legrand Sa,0.12,Yes,N,26,15,78,26,15,73,6,,"18,875","18,361",68.93,0,28.7,21.0,,Andrew Siepker,,
CD SP,Comfortdelgro Corp Ltd,0.02,,N,26,14,17,85,76,77,15,,"3,750","3,736",16.07,0,0.9,15.5,,Anil Daka,,
PHIA NA,Koninklijke Philips Nv,0.22,Yes,O,26,16,43,85,6,63,67,,"35,702","34,970",191.42,0,27.2,18.0,,Tommy Sternberg,,
CFEB BB,Cfe,0.01,,NO,27,38,63,20,12,57,72,,"3,815","1,049",2.59,0,38.0,15.3,,Quant Intl,,
2181 JP,Persol Holdings Co Ltd,0.02,,N,28,7,57,55,30,27,16,,"4,923","3,534",23.21,0,20.7,19.6,,Taylor Cope,,
ATL IM,Atlantia Spa,0.10,,N,28,47,37,36,16,49,20,,"26,187","14,831",112.72,0,30.1,17.6,,Andrew Siepker,,
BRSN LN,Berendsen Plc,0.02,,,29,18,62,38,52,89,27,,"2,812","2,782",43.39,0,59.2,20.4,,,,
WRT1V FH,Wartsila Oyj Abp,0.07,,N,29,25,80,32,3,58,24,,"13,610","12,169",41.42,0,49.6,20.7,,Andrew Siepker,,
BBA LN,Bba Aviation Plc,0.02,,,30,50,52,18,13,50,12,,"4,032","4,025",7.74,0,14.2,15.1,,,,
9062 JP,Nippon Express Co Ltd,0.03,,,30,58,36,22,15,43,32,,"6,800","6,006",17.93,0,18.0,15.7,,,,
JM SP,Jardine Matheson Hldgs Ltd,0.08,,,30,38,39,35,51,65,18,,"47,564","16,924",16.85,0,17.5,14.9,,,,
6098 JP,Recruit Holdings Co Ltd,0.15,Yes,O,30,29,80,14,16,16,65,,"33,813","22,278",82.62,0,30.8,23.6,,William Benton,,
IWG LN,Iwg Plc,0.02,,N,30,22,58,51,36,20,26,,"3,437","2,562",16.74,0,41.6,13.8,,Anil Daka,,
SPX LN,Spirax-Sarco Engineering Plc,0.03,Yes,O,30,14,90,13,18,35,15,,"5,313","5,294",19.03,0,42.4,24.1,,Anil Daka,,
JUN3 GR,Jungheinrich Non-Vtg Prf Npv,0.01,,,31,41,69,11,24,33,25,,"4,200","1,977",5.60,0,41.3,18.6,,,,
9020 JP,East Japan Railway Co,0.21,,,31,38,56,26,28,71,2,,"35,740","32,711",69.29,0,9.4,12.6,,,,
6301 JP,Komatsu Ltd,0.15,Yes,O,31,55,71,2,31,41,62,,"25,137","24,018",98.97,0,18.4,15.7,,Andrew Siepker,,
NCCB SS,Ncc Ab-B Shs,0.01,,,32,9,41,75,50,60,50,,"2,709","2,068",15.37,0,6.2,13.5,,,,
NCCA SS,Ncc Ab-A Shs,0.00,,,32,9,41,75,50,60,50,,"2,709",86,15.37,0,6.2,13.5,,,,
RAND NA,Randstad Holding Nv,0.04,,N,32,54,23,38,45,64,63,,"10,731","7,186",62.92,0,14.2,11.1,,Andrew Siepker,,
BA/ LN,Bae Systems Plc,0.15,,N,33,28,32,81,33,77,24,,"24,124","24,107",117.83,0,10.8,13.2,,Andrew Siepker,,
AM FP,Dassault Aviation Sa,0.02,,N,33,5,63,73,10,35,54,,"12,613","3,532",15.23,0,34.5,20.9,,Andrew Siepker,,
9735 JP,Secom Co Ltd,0.09,Yes,N,33,14,44,73,53,72,4,,"17,234","15,482",43.62,0,3.2,19.3,,Andrew Siepker,,
RR/ LN,Rolls-Royce Holdings Plc,0.12,Yes,N,34,30,63,40,26,64,63,,"21,595","21,586",98.45,0,47.7,27.8,,Andrew Siepker,,
STE SP,Singapore Tech Engineering,0.02,Yes,N,34,13,61,68,23,70,15,,"8,247","4,031",7.65,0,27.2,20.0,,Andrew Siepker,,
6367 JP,Daikin Industries Ltd,0.16,Yes,O,35,26,67,44,33,51,31,,"29,287","25,574",83.53,0,16.0,16.7,,Andrew Siepker,,
6586 JP,Makita Corp,0.06,Yes,N,35,27,71,38,23,66,23,,"11,068","9,444",20.13,0,16.8,20.7,,Andrew Siepker,,
9142 JP,Kyushu Railway Company,0.03,,,36,50,60,13,29,87,19,,"5,070","4,946",48.59,0,25.9,11.5,,,,
SFSN SW,Sfs Group Ag,0.01,,,36,44,78,17,4,94,18,,"4,314",900,4.32,0,40.9,21.8,,,,
5201 JP,Asahi Glass Co Ltd,0.05,,N,36,68,30,27,15,34,55,,"9,069","7,377",35.76,0,25.3,13.4,,William DeAllaume,,
SGO FP,Compagnie De Saint Gobain,0.17,,N,37,63,28,41,18,48,32,,"30,542","27,395",224.47,0,22.4,13.1,,William DeAllaume,,
ESLT IT,Elbit Systems Ltd,0.02,,O,37,27,73,45,17,82,16,,"5,782","3,134",5.46,0,24.0,21.0,,Anil Daka,,
6305 JP,Hitachi Construction Machine,0.02,,,38,54,69,8,22,9,88,,"5,707","2,747",27.19,0,29.1,18.7,,,,
EDEN FP,Edenred,0.04,,N,38,7,70,59,32,55,19,,"6,225","6,170",31.49,0,35.6,20.2,,Anil Daka,,
AIR FP,Airbus Se,0.28,,N,38,33,69,55,5,30,65,,"64,794","47,445",256.10,0,30.8,15.8,,Andrew Siepker,,
SKFB SS,Skf Ab-B  Shares,0.05,Yes,N,39,29,29,90,37,51,29,,"8,982","8,270",82.96,0,11.7,12.7,,Andrew Siepker,,
SKFA SS,Skf Ab-A Shs,0.00,Yes,N,39,29,29,90,37,51,29,,"8,982",335,82.96,0,11.7,12.7,,Andrew Siepker,,
6113 JP,Amada Holdings Co Ltd,0.02,,NO,39,56,36,28,50,69,63,,"4,185","3,934",19.85,0,4.0,14.7,,Anil Daka,,
CAE CN,Cae Inc,0.03,,NO,39,32,66,45,24,50,5,,"4,332","4,326",15.97,0,4.1,16.8,,Anil Daka,,
AHSL SS,Ahlsell Ab,0.01,,,40,48,45,33,50,12,27,,"3,013","1,781",6.52,0,21.4,13.3,,,,
8058 JP,Mitsubishi Corp,0.18,,,40,74,17,21,67,95,61,,"36,281","31,871",103.25,0,3.2,8.5,,,,
SATS SP,Sats Ltd,0.01,,N,40,15,58,70,55,73,7,,"4,012","2,406",9.49,0,8.4,20.7,,Taylor Cope,,
BNZL LN,Bunzl Plc,0.06,Yes,O,40,33,69,27,51,83,1,,"10,009","9,987",36.59,0,15.7,19.7,,Andrew Siepker,,
STN CN,Stantec Inc,0.02,,,41,29,52,48,78,35,29,,"3,021","2,988",9.76,0,-12.5,14.5,,,,
AZJ AU,Aurizon Holdings Ltd,0.05,,N,41,31,49,72,31,78,20,,"8,360","8,124",31.05,0,11.6,17.5,,Andrew Siepker,,
SIA SP,Singapore Airlines Ltd,0.02,,,42,56,49,15,63,75,83,,"9,059","4,013",9.12,0,13.2,29.9,,,,
9021 JP,West Japan Railway Co,0.08,,,42,51,49,50,10,42,10,,"14,121","13,235",38.68,0,15.3,12.6,,,,
AGK LN,Aggreko Plc,0.02,,,42,29,32,79,81,84,24,,"2,815","2,727",26.07,0,1.0,13.3,,,,
ROR LN,Rotork Plc,0.02,Yes,N,42,5,83,33,51,81,17,,"2,496","2,491",13.66,0,3.9,19.4,,Taylor Cope,,
54 HK,Hopewell Holdings Ltd,0.01,,,43,64,30,36,38,56,41,,"3,362","2,177",1.24,0,13.4,17.4,,,,
6268 JP,Nabtesco Corp,0.03,,O,43,44,78,14,24,67,53,,"4,476","3,967",18.11,0,39.6,20.6,,Taylor Cope,,
7205 JP,Hino Motors Ltd,0.02,,N,44,52,35,50,45,56,64,,"6,476","2,901",20.93,0,9.3,10.7,,Anil Daka,,
METSO FH,Metso Oyj,0.02,,,45,22,61,84,28,81,40,,"4,933","3,986",20.63,0,16.8,18.7,,,,
7911 JP,Toppan Printing Co Ltd,0.03,,,45,77,20,38,24,14,48,,"7,088","5,524",18.98,0,12.3,15.8,,,,
SCHP VX,Schindler Holding-Part Cert,0.05,,N,45,2,83,57,21,72,4,,"22,832","8,629",42.65,0,23.8,24.1,,Andrew Siepker,,
SCHN SW,Schindler Holding Ag-Reg,0.02,,N,45,2,83,57,21,72,4,,"22,832","4,026",42.65,0,23.8,24.1,,Andrew Siepker,,
MGGT LN,Meggitt Plc,0.03,Yes,N,45,41,47,59,44,71,12,,"5,062","5,047",25.70,0,19.5,13.9,,Anil Daka,,
8053 JP,Sumitomo Corp,0.10,,,46,85,33,7,31,56,59,,"17,565","15,585",45.10,0,14.9,7.6,,,,
FGR FP,Eiffage,0.04,,,46,70,33,39,20,49,23,,"9,612","7,251",28.25,0,39.4,14.6,,,,
8015 JP,Toyota Tsusho Corp,0.04,,,46,82,36,10,23,71,59,,"10,715","6,754",20.45,0,21.0,9.8,,,,
5332 JP,Toto Ltd,0.03,,,46,19,63,71,66,75,29,,"6,817","5,799",17.13,0,0.7,18.0,,,,
BB FP,Societe Bic Sa,0.02,,N,46,17,58,64,91,85,13,Yes,"5,636","3,092",20.45,0,-11.5,15.3,,Dan Su,,
ZOT SM,Zardoya Otis Sa,0.01,,,47,1,86,46,36,95,9,,"4,803","1,839",7.24,0,29.6,24.3,,,,
8002 JP,Marubeni Corp,0.06,,,47,79,13,54,27,52,43,,"11,109","10,701",45.15,0,18.6,6.3,,,,
REN NA,Relx Nv,0.11,,,47,5,84,66,16,83,11,,"44,238","21,220",69.98,0,25.7,17.5,,,,
9042 JP,Hankyu Hanshin Holdings Inc,0.05,,,47,67,72,4,27,81,21,,"9,888","9,144",14.68,0,11.0,15.3,,,,
SGSN VX,Sgs Sa-Reg,0.07,Yes,N,47,5,75,68,39,74,2,,"17,049","10,747",79.18,0,12.5,22.9,,Andrew Siepker,,
TPK LN,Travis Perkins Plc,0.03,,N,47,52,25,68,62,80,19,,"4,726","4,700",34.55,0,12.0,12.2,,Anil Daka,,
RTO LN,Rentokil Initial Plc,0.04,Yes,O,47,31,87,30,17,62,4,,"7,036","7,023",27.20,0,38.3,22.7,,Anil Daka,,
ADP FP,Adp,0.03,,N,47,40,88,41,1,60,8,,"16,860","5,606",23.34,0,55.2,29.5,,Andrew Siepker,,
GFS LN,G4s Plc,0.04,,N,47,60,43,55,10,60,27,,"5,837","5,832",36.56,0,49.9,14.4,,Anil Daka,,
CP CN,Canadian Pacific Railway Ltd,0.14,Yes,N,48,15,73,68,50,32,17,,"22,132","22,099",79.96,0,-4.7,14.7,,Anil Daka,,
EN FP,Bouygues Sa,0.05,,N,48,69,48,29,10,62,63,,"15,932","12,578",55.14,0,24.0,14.6,,Alaina Anderson,,
DCC LN,Dcc Plc,0.05,,N,48,39,62,44,53,68,20,,"7,938","7,638",22.88,0,18.7,19.2,,Anil Daka,,
KNEBV FH,Kone Oyj-B,0.12,Yes,O,48,3,68,75,50,90,7,,"27,530","18,385",69.54,0,19.0,22.2,,Andrew Siepker,,
HPHT SP,Hutchison Port Holdings Tr-U,0.01,,,49,61,22,66,52,84,43,,"3,920","2,835",7.63,0,14.5,24.6,,,,
9962 JP,Misumi Group Inc,0.04,Yes,O,49,30,97,8,18,19,36,,"7,211","7,043",21.63,0,49.6,27.3,,Anil Daka,,
JS SP,Jardine Strategic Hldgs Ltd,0.05,,,50,47,63,48,21,61,25,,"48,161","7,874",12.79,0,25.1,14.6,,,,
REL LN,Relx Plc,0.14,Yes,O,50,5,85,65,23,66,17,,"44,203","22,973",97.53,0,22.9,19.5,,William Benton,,
FRA GR,Fraport Ag Frankfurt Airport,0.02,,,51,61,76,38,1,76,34,,"8,962","3,601",19.11,0,67.4,21.1,,,,
ATCOA SS,Atlas Copco Ab-A Shs,0.15,Yes,O,51,4,79,85,12,26,15,,"45,128","23,878",127.97,0,20.8,19.7,,Andrew Siepker,,
ATCOB SS,Atlas Copco Ab-B Shs,0.08,Yes,O,51,4,79,85,12,26,15,,"45,128","12,545",127.97,0,20.8,19.7,,Andrew Siepker,,
CGCBV FH,Cargotec Oyj-B Share,0.02,,N,51,58,57,44,12,53,41,,"3,995","3,193",13.48,0,37.7,15.0,,Anil Daka,,
659 HK,Nws Holdings Ltd,0.02,,,52,52,26,85,42,51,42,,"7,731","2,734",2.35,0,20.4,11.9,,,,
LDO IM,Leonardo Spa,0.04,,,53,70,22,80,11,43,69,,"9,850","6,654",27.30,0,26.6,11.7,,,,
EXPN LN,Experian Plc,0.11,Yes,O,53,10,65,85,60,77,16,,"18,124","18,081",78.43,0,3.0,18.8,,Daniel Hill,,
6471 JP,Nsk Ltd,0.03,,NO,53,61,42,46,41,35,50,,"6,562","5,564",45.49,0,12.5,10.4,,Andrew Siepker,,
REH AU,Reece Ltd,0.02,,,54,25,73,50,89,46,11,,"3,276","1,035",0.44,0,7.0,19.8,,,,
FCC SM,Fomento De Construc Y Contra,0.00,,,54,74,50,20,31,33,83,,"3,983","1,086",0.72,0,41.8,13.9,,,,
FTT CN,Finning International Inc,0.02,,O,54,56,60,23,66,35,38,,"3,579","3,563",14.73,0,-9.3,16.3,,Anil Daka,,
ASSAB SS,Assa Abloy Ab-B,0.12,Yes,O,54,18,79,78,42,53,1,,"23,399","20,225",84.13,0,17.1,20.0,,Andrew Siepker,,
BVI FP,Bureau Veritas Sa,0.04,,N,54,27,67,82,39,81,10,,"10,400","6,095",27.87,0,22.7,20.1,,Andrew Siepker,,
BAB LN,Babcock Intl Group Plc,0.02,Yes,N,54,56,14,81,89,62,21,Yes,"5,279","5,245",32.79,0,-3.6,9.0,,Andrew Siepker,,
6592 JP,Mabuchi Motor Co Ltd,0.02,,N,54,38,54,69,61,74,51,,"3,341","2,269",19.33,0,0.9,16.5,,Anil Daka,,
BOKA NA,Boskalis Westminster,0.02,,N,54,30,50,82,70,94,72,Yes,"4,442","2,917",30.03,0,5.3,20.6,,Alaina Anderson,,
DKSH SW,Dksh Holding Ag,0.01,,N,54,45,52,70,32,73,4,,"5,214","2,267",13.08,0,20.2,22.4,,Anil Daka,,
ISS DC,Iss A/s,0.04,Yes,O,55,53,38,71,51,88,16,,"7,225","7,138",34.23,0,23.4,14.5,,Anil Daka,,
9009 JP,Keisei Electric Railway Co,0.02,,,56,55,74,27,28,76,2,,"4,655","4,064",12.68,0,10.8,13.8,,,,
6502 JP,Toshiba Corp,0.07,,,56,78,23,35,73,82,98,,"12,242","11,709",197.79,0,-11.2,33.4,,,,
9001 JP,Tobu Railway Co Ltd,0.03,,,56,62,69,23,27,68,14,,"5,938","5,698",12.04,0,6.5,16.6,,,,
KGX GR,Kion Group Ag,0.04,,O,56,63,67,36,11,26,65,,"10,485","5,919",49.40,0,55.3,16.7,,Anil Daka,,
6326 JP,Kubota Corp,0.12,,N,57,56,64,40,37,65,18,,"21,445","20,861",69.87,0,22.1,15.5,,Andrew Siepker,,
6465 JP,Hoshizaki Corp,0.03,Yes,O,57,22,86,70,37,53,11,,"6,356","4,565",21.37,0,21.4,25.6,,Anil Daka,,
SECUB SS,Securitas Ab-B Shs,0.03,,N,57,48,33,83,65,68,9,Yes,"5,851","4,887",37.85,0,8.3,14.4,,Anil Daka,,
7013 JP,Ihi Corp,0.03,,,58,69,38,64,22,8,78,,"4,993","4,657",34.79,0,26.6,14.0,,,,
FLS DC,Flsmidth & Co A/s,0.02,,N,58,58,70,53,6,59,69,,"3,195","2,572",22.95,0,47.4,17.1,,Taylor Cope,,
6954 JP,Fanuc Corp,0.23,Yes,O,58,38,97,8,32,48,37,,"39,711","37,437",156.57,0,24.7,25.7,,Andrew Siepker,,
4666 JP,Park24 Co Ltd,0.02,Yes,O,58,9,64,81,91,55,17,Yes,"3,665","2,585",24.78,0,-7.9,23.4,,Anil Daka,,
7012 JP,Kawasaki Heavy Industries,0.03,,,59,62,46,50,57,46,58,,"4,980","4,417",30.72,0,1.4,12.1,,,,
3064 JP,Monotaro Co Ltd,0.01,Yes,N,59,20,100,10,28,9,36,,"4,081","1,967",18.36,0,69.0,41.4,,Anil Daka,,
PSG SM,Prosegur Comp Seguridad,0.01,,O,59,46,48,69,74,34,39,,"4,061","1,666",7.16,0,7.3,17.2,,Taylor Cope,,
2331 JP,Sohgo Security Services Co,0.02,,N,60,36,53,87,63,37,40,,"4,384","3,047",16.37,0,13.0,19.2,,Anil Daka,,
RAA GR,Rational Ag,0.01,Yes,O,60,1,98,32,23,48,3,,"7,081","2,060",6.09,0,41.4,37.4,,Anil Daka,,
OERL SW,Oc Oerlikon Corp Ag-Reg,0.02,,,61,47,76,65,10,94,78,,"4,894","2,572",10.91,0,47.8,27.0,,,,
AHT LN,Ashtead Group Plc,0.06,Yes,O,61,71,43,48,41,26,48,,"10,169","10,121",68.80,0,10.0,12.1,,Anil Daka,,
9706 JP,Japan Airport Terminal Co,0.01,,N,61,43,89,22,51,34,36,,"3,091","1,732",9.11,0,2.6,30.7,,Anil Daka,,
636 HK,Kerry Logistics Network Ltd,0.00,,,62,66,55,43,42,52,25,,"2,483",828,1.07,0,15.7,13.5,,,,
WSP CN,Wsp Global Inc,0.03,,,63,69,53,53,28,18,22,,"4,131","4,101",10.21,0,6.3,16.3,,,,
GEBN VX,Geberit Ag-Reg,0.10,Yes,O,64,2,90,85,27,84,4,,"17,160","16,993",85.18,0,20.4,25.5,,Andrew Siepker,,
NIBEB SS,Nibe Industrier Ab-B Shs,0.02,,N,65,43,77,68,32,37,15,,"4,576","3,763",10.91,0,22.6,19.5,,Anil Daka,,
ANDR AV,Andritz Ag,0.02,,N,65,43,41,98,25,71,44,Yes,"5,575","3,715",15.15,0,24.4,14.5,,Anil Daka,,
SUN SW,Sulzer Ag-Reg,0.01,,N,65,66,58,54,29,63,55,,"3,828","1,058",11.52,0,13.0,20.2,,Anil Daka,,
8031 JP,Mitsui & Co Ltd,0.15,,,66,84,29,47,56,99,72,,"26,444","24,948",74.37,0,6.8,9.3,,,,
BXB AU,Brambles Ltd,0.07,,N,66,23,63,93,90,81,17,Yes,"11,848","10,963",42.44,0,-16.3,17.0,,Andrew Siepker,,
RXL FP,Rexel Sa,0.03,,,67,73,29,76,60,41,25,,"4,634","4,582",19.41,0,-0.1,11.3,,,,
7912 JP,Dai Nippon Printing Co Ltd,0.04,,,67,77,34,73,25,43,55,,"7,731","6,188",19.29,0,13.7,26.2,,,,
BNR GR,Brenntag Ag,0.05,Yes,N,67,38,61,89,60,79,8,Yes,"8,405","8,405",41.13,0,3.7,16.2,,Andrew Siepker,,
SIE GR,Siemens Ag-Reg,0.62,Yes,O,67,52,33,98,28,55,27,Yes,"112,680","97,186",491.16,0,13.7,13.9,,Andrew Siepker,,
5938 JP,Lixil Group Corp,0.04,,N,67,62,55,73,32,54,68,,"8,406","7,233",27.26,0,12.9,13.8,,Andrew Siepker,,
1 HK,Ck Hutchison Holdings Ltd,0.23,,,68,75,58,37,49,73,18,,"50,623","34,226",61.88,0,17.5,10.1,,,,
6472 JP,Ntn Corp,0.01,,,68,71,16,97,33,6,79,Yes,"2,183","1,885",24.52,0,16.1,9.9,,,,
66 HK,Mtr Corp,0.05,,,70,61,87,33,26,79,28,,"34,819","9,076",26.49,0,26.7,28.1,,,,
6594 JP,Nidec Corp,0.17,,N,70,51,96,21,28,28,37,,"34,178","28,724",93.79,0,26.9,24.3,,William Benton,,
NDX1 GR,Nordex Se,0.01,,,71,84,10,83,89,16,99,Yes,"1,337",784,34.17,0,-36.9,15.5,,,,
