SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
BRML3 BZ,Br Malls Participacoes Sa,0.07,Yes,O,96,95,84,77,62,23,57,,"3,698","3,713",20.55,0,30.8,18.8,,Alaina Anderson,,
SMRA IJ,Summarecon Agung Tbk Pt,0.02,,N,100,75,100,92,97,29,88,Yes,"1,184",803,1.79,0,-23.8,29.2,,Bryan Shea,,
,,,,,39,31,44,48,66,44,45,,,,,,17.7,,,,,
017670 KS,Sk Telecom,0.09,Yes,N,1,26,5,6,37,38,52,,"18,694","9,925",42.82,0,33.6,8.4,,William Benton,,
032640 KS,Lg Uplus Corp,0.03,,NO,2,13,9,17,32,40,52,,"5,892","3,307",26.97,0,53.2,10.9,,Quant Intl,,
552 HK,China Communications Servi-H,0.03,,N,3,13,1,65,86,33,9,Yes,"3,858","1,332",3.90,0,-10.7,8.4,,Drew Buckley,,
MBT,Mobile Telesystems-Sp Adr,0.09,,,4,4,5,31,80,43,30,,"8,306","4,238",26.03,0,0.0,7.2,,,,
030200 KS,Kt Corp,0.02,,NO,5,34,2,56,60,43,57,,"7,519","5,771",18.21,0,27.4,9.4,,Quant Intl,,
AMXL MM,America Movil Sab De C-Ser L,0.64,,N,6,18,38,11,24,44,53,,"62,690","11,362",36.28,0,43.0,17.3,,William Benton,,
TTKOM TI,Turk Telekomunikasyon As,0.02,Yes,N,9,15,40,10,50,35,58,,"7,086","1,063",5.38,0,37.3,10.5,,Drew Buckley,,
TKG SJ,Telkom Sa Soc Ltd,0.03,,N,9,21,12,38,76,64,60,,"2,652","1,424",8.25,0,-2.2,10.7,,Drew Buckley,,
RTKM RM,Rostelecom Pjsc,0.02,,,12,41,2,45,98,27,64,,"2,861",905,2.86,0,-13.0,9.9,,,,
TELEC CP,O2 Czech Republic As,0.02,,,14,3,28,56,28,69,28,,"3,868",672,2.75,0,36.2,16.1,,,,
HTO GA,Hellenic Telecommun Organiza,0.06,,,14,15,31,50,30,46,57,,"6,199","2,793",9.09,0,38.8,17.3,,,,
SSA LI,Sistema Pjsc-Reg S Spons Gdr,0.01,,,19,37,6,,96,27,80,,"1,954","1,954",4.16,0,-47.6,0.6,,,,
728 HK,China Telecom Corp Ltd-H,0.14,,,20,29,10,68,85,24,34,Yes,"39,087","6,702",,,6.8,11.8,,,,
941 HK,China Mobile Ltd,1.38,Yes,N,22,7,15,69,92,52,6,Yes,"228,776","62,401",166.10,0,2.2,12.5,,William Benton,,
TLKM IJ,Telekomunikasi Indonesia Per,0.36,Yes,O,24,2,53,35,55,19,13,,"36,186","17,660",27.98,0,22.6,17.9,,William Benton,,
ADVANC TB,Advanced Info Service Pcl,0.11,Yes,N,25,5,67,25,43,60,25,,"16,229","4,404",31.12,0,40.9,17.0,,,,
TIMP3 BZ,Tim Participacoes Sa,0.06,,N,25,29,65,12,46,36,61,,"8,849","2,962",10.71,0,43.0,23.4,,Drew Buckley,,
ORDS QD,Ooredoo Qsc,0.04,,,26,45,11,52,80,36,39,,"7,786","3,621",2.50,0,-0.4,10.3,,,,
GLO PM,Globe Telecom Inc,0.03,,,27,25,64,18,63,53,37,,"5,342","1,161",2.22,0,41.8,17.8,,,,
ETISALAT UH,Emirates Telecom Group Co,0.17,Yes,N,30,4,43,46,89,50,15,,"42,383","16,953",4.75,0,2.6,16.7,,William Benton,,
TBIG IJ,Tower Bersama Infrastructure,0.02,,N,34,42,64,7,62,31,43,,"2,267","1,089",1.40,0,40.6,20.6,,Greg Scolaro,,
2412 TT,Chunghwa Telecom Co Ltd,0.26,Yes,N,34,8,45,62,78,75,13,,"26,375","14,068",31.94,0,13.2,20.1,,William Benton,,
3045 TT,Taiwan Mobile Co Ltd,0.11,,,35,2,48,66,70,56,28,,"12,082","7,980",10.62,0,15.8,18.9,,,,
VIVT4 BZ,Telefonica Brasil Prf Npv,0.14,,N,38,36,26,67,76,20,31,,"24,093","6,361",24.15,0,14.9,14.1,,William Benton,,
MTN SJ,Mtn Group Ltd,0.32,Yes,N,38,14,23,93,77,57,62,,"17,721","15,203",55.98,0,3.0,17.2,,William Benton,,
4904 TT,Far Eastone Telecomm Co Ltd,0.08,,,40,5,53,70,70,55,11,,"7,723","4,186",9.45,0,13.4,20.2,,,,
TCELL TI,Turkcell Iletisim Hizmet As,0.07,,N,41,67,37,17,44,35,58,,"8,178","3,436",41.73,0,38.8,10.4,,Drew Buckley,,
TEL PM,Pldt Inc,0.06,,,42,36,60,29,70,72,47,,"7,208","3,878",6.41,0,24.7,17.5,,,,
VOD SJ,Vodacom Group Ltd,0.15,Yes,N,47,2,58,87,44,42,9,,"23,859","9,801",26.06,0,26.0,16.9,,William Benton,,
BHIN IN,Bharti Infratel Ltd,0.07,Yes,O,50,9,86,42,63,41,11,,"11,186","2,585",24.52,0,30.2,20.9,,William Benton,,
MAXIS MK,Maxis Bhd,0.05,,,54,10,81,50,87,70,10,,"10,545","1,391",6.11,0,0.0,23.2,,,,
T MK,Telekom Malaysia Bhd,0.03,,N,65,39,71,65,75,48,40,,"5,618","1,784",4.62,0,13.6,26.6,,Drew Buckley,,
GTHE EY,Global Telecom Holding,0.02,,N,66,50,33,95,63,64,95,Yes,"1,686",710,2.40,0,-5.1,9.8,,Greg Scolaro,,
762 HK,China Unicom Hong Kong Ltd,0.19,Yes,N,68,57,57,79,40,15,71,,"36,838","9,090",67.20,0,25.3,24.4,,William Benton,,
DIGI MK,Digi.com Bhd,0.07,,,71,5,81,93,83,66,39,Yes,"8,827",889,4.89,0,6.1,24.4,,,,
OPL PW,Orange Polska Sa,0.02,,,73,70,39,67,90,94,93,,"2,076","1,024",5.32,0,16.4,239.2,,,,
AXIATA MK,Axiata Group Berhad,0.06,,N,75,52,71,71,84,47,67,,"10,194","2,389",4.75,0,3.4,27.7,,William Benton,,
BHARTI IN,Bharti Airtel Ltd,0.16,,N,75,46,89,65,46,48,76,,"26,310","6,184",24.63,0,43.4,39.6,,William Benton,,
EXCL IJ,Xl Axiata Tbk Pt,0.02,,N,76,67,81,38,64,30,86,,"2,739",922,1.64,0,44.4,31.2,,Greg Scolaro,,
IDEA IN,Idea Cellular Ltd,0.04,,N,80,72,55,81,76,34,87,,"4,946","1,882",18.03,0,36.3,-14.2,,William Benton,,
3682 TT,Asia Pacific Telecom Co Ltd,0.01,,,92,93,79,,82,,,,"1,441",928,2.85,0,8.0,,,,,
ENTEL CI,Empresa Nacional De Telecom,0.03,,,92,85,81,86,56,40,50,Yes,"3,104","1,401",2.55,0,7.8,20.0,,,,
TRUE TB,True Corp Pcl,0.03,,N,99,99,87,40,98,21,99,Yes,"5,269","1,978",14.04,0,-15.0,-201.9,,William Benton,,
,,,,,44,49,35,58,51,50,46,,,,,,19,,,,,
IRAO RM,Inter Rao Ues Pjsc,0.04,,,2,21,2,35,45,26,79,,"6,777","2,681",5.84,0,3.4,6.0,,,,
2688 HK,Enn Energy Holdings Ltd,0.10,Yes,O,8,17,24,34,29,31,13,,"6,876","4,783",18.92,0,66.1,12.1,,Alaina Anderson,,
GLOW TB,Glow Energy Pcl,0.03,,NO,8,6,17,36,51,75,21,,"3,740",783,3.78,0,14.2,14.9,,Quant Intl,,
TAEE11 BZ,Transmissora Alianca De-Unit,0.03,,,9,20,13,,54,,,,"2,503","2,502",,,278.0,,,,,
PGE PW,Pge Sa,0.07,,NO,12,52,25,3,40,87,53,,"7,298","3,110",7.09,0,42.3,9.8,,Quant Intl,,
ENELGXCH CI,Enel Generacion Chile Sa,0.05,,NO,14,11,20,70,28,79,23,,"6,237","2,496",4.18,0,25.5,11.6,,Alaina Anderson,,
AGUAS/A CI,Aguas Andinas Sa-A,0.03,,N,15,16,47,20,49,65,2,,"3,762","3,690",3.09,0,27.5,17.6,,Alaina Anderson,,
TPE PW,Tauron Polska Energia Sa,0.02,,NO,15,62,9,28,15,94,60,,"1,909","1,137",2.83,0,52.6,6.3,,Greg Scolaro,,
ENBR3 BZ,Edp - Energias Do Brasil Sa,0.03,,N,16,26,15,54,64,56,42,,"2,900","1,423",7.30,0,11.8,10.7,,Alaina Anderson,,
SBSP3 BZ,Cia Saneamento Basico De Sp,0.07,Yes,O,17,39,5,74,48,59,30,,"6,734","3,363",14.57,0,26.8,7.2,,Alaina Anderson,,
ENELAM CI,Enel Americas Sa,0.12,,N,18,19,23,82,20,47,30,,"11,717","5,647",8.67,0,30.8,16.1,,Alaina Anderson,,
EDC PM,Energy Development Corp,0.03,,,18,23,28,50,51,55,29,,"2,522","1,235",2.10,0,16.5,11.9,,,,
1193 HK,China Resources Gas Group Lt,0.06,,N,19,11,34,53,45,34,35,,"7,743","2,791",11.99,0,35.3,13.9,,Alaina Anderson,,
CPFE3 BZ,Cpfl Energia Sa,0.04,,N,19,28,39,65,2,5,27,,"8,736","2,214",10.68,0,10.9,16.6,,Alaina Anderson,,
CPLE6 BZ,Cia Paranaense De Prf'b'npv,0.02,,,21,75,2,27,74,17,65,,"2,330",955,,,3.1,5.8,,,,
EGIE3 BZ,Engie Brasil Energia Sa,0.04,Yes,O,21,4,25,58,77,61,38,,"7,230","2,256",9.30,0,5.0,13.1,,Alaina Anderson,,
836 HK,China Resources Power Holdin,0.07,,N,26,37,10,87,32,70,46,,"9,145","3,382",13.38,0,25.8,9.0,,Alaina Anderson,,
CEZ CP,Cez As,0.06,,N,28,28,15,85,62,98,49,,"10,310","3,043",7.01,0,16.4,17.9,,Alaina Anderson,,
270 HK,Guangdong Investment Ltd,0.08,,NO,31,12,35,81,52,47,10,,"9,239","3,977",9.81,0,9.4,14.5,,Alaina Anderson,,
TNB MK,Tenaga Nasional Bhd,0.23,,,31,43,35,31,56,9,32,,"18,824","8,012",28.96,0,8.1,10.9,,,,
HYDR RM,Rushydro Pjsc,0.03,,,34,73,7,35,68,6,56,,"6,049","2,385",7.65,0,-7.9,4.8,,,,
AP PM,Aboitiz Power Corp,0.02,,,40,39,46,28,85,62,27,,"5,678","1,076",1.23,0,-5.6,13.0,,,,
015760 KS,Korea Electric Power Corp,0.20,,NO,41,57,4,89,75,77,83,,"24,799","10,514",51.96,0,9.8,5.6,,Quant Intl,,
COLBUN CI,Colbun Sa,0.04,,,42,70,24,33,37,47,77,,"4,155","1,714",1.93,0,21.7,11.7,,,,
QEWS QD,Qatar Electricity & Water Co,0.03,,,43,18,45,81,76,61,19,,"5,855","3,423",2.24,0,-7.2,12.8,,,,
384 HK,China Gas Holdings Ltd,0.08,,N,46,53,83,6,21,30,60,,"11,909","3,827",14.61,0,75.3,14.4,,Alaina Anderson,,
CMIG4 BZ,Cia Energ Mg-Cemig Prf Brl5.00,0.04,,,49,48,9,97,60,12,68,Yes,"3,467","2,216",17.35,0,16.1,6.8,,,,
PGAS IJ,Perusahaan Gas Negara Perser,0.04,,N,51,27,19,98,84,64,71,Yes,"3,924","1,689",5.00,0,-12.7,10.2,,Alaina Anderson,,
2380 HK,China Power International,0.02,,,53,59,19,76,67,68,79,,"2,406","1,068",7.93,0,-0.4,7.2,,,,
EQTL3 BZ,Equatorial Energia Sa - Ord,0.08,Yes,O,54,53,52,46,52,20,81,,"3,885","3,889",19.40,0,8.9,13.2,,Alaina Anderson,,
036460 KS,Korea Gas Corporation,0.02,,,55,68,15,87,35,69,81,,"3,749","1,337",9.85,0,11.7,10.1,,,,
PTG MK,Petronas Gas Bhd,0.06,,N,58,7,69,80,85,63,5,,"8,690","1,706",3.08,0,-5.1,19.9,,Alaina Anderson,,
ISA CB,Interconexion Electrica Sa,0.04,,,58,52,49,91,3,97,79,,"5,046","4,948",2.69,0,37.0,13.8,,,,
GAIL IN,Gail India Ltd,0.06,,,65,54,39,94,27,39,45,,"9,962","2,851",18.45,0,24.2,13.4,,,,
902 HK,Huaneng Power Intl Inc-H,0.06,,,66,63,38,89,25,77,84,,"14,364","2,739",17.19,0,11.3,10.2,,,,
AESGENER CI,Aes Gener Sa,0.02,,,66,76,27,72,49,69,33,,"2,965",987,1.35,0,7.5,11.7,,,,
EGCO TB,Electricity Generating Pcl,0.02,,,68,77,64,33,26,41,28,,"3,610","1,175",3.13,0,21.8,11.0,,,,
371 HK,Beijing Enterprises Water Gr,0.08,,N,72,91,72,6,28,38,53,,"7,297","3,599",15.47,0,27.8,11.5,,Alaina Anderson,,
NTPC IN,Ntpc Ltd,0.09,,,73,79,58,40,60,52,9,,"21,561","4,002",13.29,0,6.8,10.4,,,,
TPWR IN,Tata Power Co Ltd,0.03,,,75,77,56,62,45,30,59,,"3,376","1,568",5.34,0,14.5,11.1,,,,
IENOVA* MM,Infraestructura Energetica N,0.06,Yes,O,77,79,76,40,34,61,47,,"8,467","2,840",9.63,0,27.3,19.9,,Alaina Anderson,,
YTLP MK,Ytl Power International Bhd,0.01,,,79,84,50,58,70,67,46,,"2,537",459,0.87,0,-0.8,13.2,,,,
1816 HK,Cgn Power Co Ltd-H,0.06,,N,80,82,56,66,57,50,7,,"12,020","2,679",11.36,0,6.6,8.7,,Alaina Anderson,,
ELET6 BZ,Centrais Elet Bras Prf'b'npv,0.03,,NO,85,84,57,73,85,10,95,,"9,296","1,696",8.81,0,-37.1,4.0,,Alaina Anderson,,
ELET3 BZ,Centrais Eletricas Brasilier,0.03,,NO,85,84,57,73,85,10,95,,"9,296","2,122",8.81,0,-37.1,4.0,,Alaina Anderson,,
916 HK,China Longyuan Power Group-H,0.05,,,86,72,59,94,79,39,42,Yes,"6,161","2,381",9.18,0,-4.9,8.6,,,,
958 HK,Huaneng Renewables Corp-H,0.03,Yes,O,86,87,50,83,69,40,16,Yes,"3,200","1,446",9.41,0,-4.8,5.8,,Alaina Anderson,,
YTL MK,Ytl Corp Bhd,0.03,,,93,82,60,98,89,62,60,Yes,"3,445","1,184",1.83,0,-4.7,16.4,,,,
