SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
1928 JP,Sekisui House Ltd,,N,42,69,24,27,49,70,50,,"11,861","10,132",45.56,0,6.8,9.7,,Alaina Anderson,,
DC/ LN,Dixons Carphone Plc,,N,43,72,4,49,98,57,57,Yes,"3,595","2,985",30.52,0,-19.7,6.8,,Dan Su,,
HMB SS,Hennes & Mauritz Ab,Yes,N,43,2,50,58,96,55,18,,"42,836","23,243",194.41,0,-3.6,16.2,,Vivian Lin Thurston,,
TRU SJ,Truworths International Ltd,,N,43,10,41,83,84,63,14,,"2,769","2,474",16.13,0,6.3,12.3,,Rita Spitz,,
2313 HK,Shenzhou International Group Holdings Ltd,Yes,O,43,25,77,28,70,23,8,,"11,413","5,012",16.15,0,9.0,17.5,,Dan Su,,
SEER3 BZ,Ser Educacional Sa,,N,44,40,48,62,35,52,12,,"1,108",330,2.72,0,45.9,12.1,,Rita Spitz,,
4551 TT,Global Pmx Co Ltd,,NO,45,27,73,41,60,27,27,,445,163,2.25,0,42.5,17.3,,Greg Scolaro,,
1476 TT,Eclat Textile Co Ltd,Yes,N,45,8,81,33,76,45,46,,"3,278","2,075",15.78,0,14.9,20.5,,Dan Su,,
551 HK,Yue Yuen Industrial Holdings Ltd,,N,45,60,31,36,63,68,34,,"7,026","3,058",5.88,0,17.0,11.8,,Dan Su,,
BATA IN,Bata India Ltd,,N,45,24,98,5,37,40,37,,"1,369",555,8.05,0,36.0,34.9,,Bryan Shea,,
DOM SS,Dometic Group Ab,,N,45,40,46,53,61,73,12,,"2,323","2,282",7.53,0,18.3,12.6,,Taylor Cope,,
MLCO,Melco Resorts & Entertainment Ltd,,N,45,55,62,20,29,17,85,,"10,163","10,163",74.29,0,39.3,23.0,,Vivian Lin Thurston,,
WPP LN,Wpp Plc,Yes,O,45,36,23,73,95,64,2,Yes,"26,041","25,511",156.33,0,-7.3,10.6,,William Benton,,
SIX,Six Flags Entertainment Corp,Yes,N,45,8,71,62,60,22,49,,"4,554","3,769",72.22,0,-1.2,22.1,,Rita Spitz,,
7267 JP,Honda Motor Co Ltd,,N,46,74,12,37,83,66,52,,"50,017","45,750",131.16,0,-3.9,8.3,,Andrew Siepker,,
035250 KS,Kangwon Land Inc,,N,47,15,35,94,79,84,26,,"6,651","3,060",9.79,0,11.1,14.7,,Dan Su,,
OTB LN,On The Beach Group Plc,,N,47,23,88,49,13,44,4,,728,595,2.16,0,71.2,19.1,,Rita Spitz,,
FIE GR,Fielmann Ag,Yes,N,47,2,90,20,74,71,18,,"6,978","2,121",9.20,0,23.3,31.4,,Dan Su,,
BEAUTY TB,Beauty Community Pcl,,O,47,3,93,11,79,3,33,,"1,210",714,7.99,0,9.0,32.3,,Bryan Shea,,
7606 JP,United Arrows Ltd,,N,47,19,61,80,57,45,39,,955,672,6.34,0,11.3,14.9,,Rita Spitz,,
SKC NZ,Skycity Entertainment Group Ltd,,N,48,21,45,92,64,93,16,,"1,914","1,901",6.73,0,14.2,15.7,,Rita Spitz,,
TCH FP,Technicolor Sa,,N,48,50,18,66,93,70,91,Yes,"1,511","1,413",8.83,0,-31.1,7.5,,Drew Buckley,,
6279 TT,Hu Lane Associate Inc,,NO,48,15,55,89,49,38,19,,533,382,5.01,0,32.4,14.1,,Greg Scolaro,,
SUNTV IN,Sun Tv Network Ltd,Yes,O,49,2,79,76,19,30,6,,"4,290",874,14.89,0,73.6,20.3,,William Benton,,
021240 KS,Coway Co Ltd,Yes,O,49,10,77,62,54,37,10,,"6,513","4,056",12.52,0,23.4,18.5,,Dan Su,,
8283 JP,Paltac Corporation,,N,50,68,41,44,14,51,37,,"2,398","1,018",6.54,0,42.2,15.1,,Rita Spitz,,
2433 JP,Hakuhodo Dy Holdings Inc,,N,50,49,40,67,43,46,29,,"5,303","3,038",9.39,0,14.7,18.0,,Drew Buckley,,
TME AU,Trade Me Group Ltd,Yes,N,50,17,65,77,68,64,19,,"1,416","1,394",5.15,0,18.6,,,Rita Spitz,,
2670 JP,Abc-Mart Inc,,N,50,13,54,79,87,73,7,,"4,404","1,648",11.55,0,1.1,15.8,,Dan Su,,
CSB SJ,Cashbuild Ltd,,N,50,14,58,70,91,65,18,Yes,681,426,0.40,0,10.6,17.3,,Bryan Shea,,
6952 JP,Casio Computer Co Ltd,,N,50,43,42,72,44,51,74,,"3,671","3,006",25.89,0,15.1,14.0,,Dan Su,,
TSCO,Tractor Supply Co,Yes,N,50,6,42,79,99,49,7,Yes,"7,117","7,075",137.81,0,-24.7,15.8,,Rita Spitz,,
EXPE,Expedia Inc,Yes,N,50,8,67,86,32,50,68,,"22,383","18,015",242.20,0,41.4,22.2,,Dan Su,,
FBR SJ,Famous Brands Ltd,,N,51,19,71,,94,41,1,,879,505,2.50,0,-19.5,16.2,,Bryan Shea,,
3092 JP,Start Today Co Ltd,Yes,O,51,2,99,14,22,43,31,,"9,710","5,513",48.88,0,64.0,38.9,,Dan Su,,
1477 TT,Makalot Industrial Co Ltd,,N,51,28,50,83,64,75,45,,974,844,7.20,0,22.2,17.9,,Bryan Shea,,
WHL SJ,Woolworths Holdings Ltd/south Africa,Yes,N,52,14,45,82,98,54,37,Yes,"5,337","4,385",19.67,0,-3.5,14.4,,Dan Su,,
EDU,New Oriental Education & Technology Group Inc,Yes,O,52,3,94,45,21,35,17,,"12,915","12,915",103.92,0,89.6,26.6,,Dan Su,,
8464 TT,Nien Made Enterprise Co Ltd,Yes,O,52,4,79,55,75,47,16,,"3,095","1,257",6.89,0,15.9,19.3,,Rita Spitz,,
YUMC,Yum China Holdings Inc,Yes,O,52,37,67,48,51,47,16,,"14,222","13,599",120.33,0,37.4,22.5,,Vivian Lin Thurston,,
9938 TT,Taiwan Paiho Ltd,,O,52,33,76,42,52,35,23,,"1,190",811,4.16,0,41.7,17.9,,Bryan Shea,,
SIOE BB,Sioen Industries Nv,,N,52,48,50,53,53,32,37,,675,233,0.20,0,19.7,15.6,,Rita Spitz,,
TTAN IN,Titan Co Ltd,Yes,O,52,6,98,13,27,17,26,,"8,515","3,330",21.00,0,73.4,42.9,,Dan Su,,
7936 JP,Asics Corp,,N,52,33,59,50,87,77,75,,"3,111","2,797",18.71,0,-9.4,18.4,,Dan Su,,
DIS,Walt Disney Co/the,Yes,N,52,12,57,88,68,51,3,Yes,"158,624","151,920",776.69,0,6.3,15.6,,William Benton,,
NEMAKA MM,Nemak Sab De Cv,Yes,N,53,29,25,95,89,100,59,Yes,"2,657",510,3.83,0,3.7,7.8,,Anil Daka,,
9910 TT,Feng Tay Enterprise Co Ltd,,N,53,8,51,89,82,55,43,,"3,098","1,429",5.72,0,20.1,17.8,,Rita Spitz,,
MSIL IN,Maruti Suzuki India Ltd,Yes,O,53,6,92,61,12,41,20,,"35,309","13,330",54.96,0,51.7,22.8,,Andrew Siepker,,
MEL SM,Melia Hotels International Sa,,N,53,67,72,8,34,34,55,,"3,455","1,633",16.47,0,32.1,20.5,,Alaina Anderson,,
TED LN,Ted Baker Plc,,O,53,21,77,55,83,39,3,,"1,402",907,3.83,0,-3.7,17.3,,Rita Spitz,,
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Yes,N,53,6,92,29,74,8,6,,"14,539","14,539",200.20,0,-2.5,23.5,,Dan Su,,
AMEAS FH,Amer Sports Oyj,,N,54,34,36,79,93,46,49,Yes,"3,136","2,990",22.78,0,2.3,15.8,,Dan Su,,
NKE,Nike Inc,Yes,O,54,8,81,64,64,63,11,,"88,849","69,663",532.19,0,16.2,19.1,,Vivian Lin Thurston,,
SBUX,Starbucks Corp,Yes,N,54,2,74,81,48,41,19,,"78,620","76,508",546.95,0,-1.9,22.8,,Vivian Lin Thurston,,
DOL CN,Dollarama Inc,Yes,O,55,3,93,42,42,32,17,,"11,197","10,306",44.86,0,15.8,24.7,,Dan Su,,
MRF IN,Mrf Ltd,Yes,O,55,24,58,98,9,36,41,,"4,137","2,934",16.12,0,49.6,12.2,,Greg Scolaro,,
CENTEL TB,Central Plaza Hotel Pcl,,O,55,15,76,71,74,47,46,,"1,583",566,3.55,0,11.3,24.0,,Rita Spitz,,
MAJOR TB,Major Cineplex Group Pcl,,N,55,25,69,69,78,46,50,,814,460,1.55,0,2.6,20.9,,Greg Scolaro,,
SGR AU,Star Entertainment Grp Ltd/the,,O,55,59,42,42,71,86,20,,"3,337","3,333",19.40,0,10.7,16.9,,Rita Spitz,,
TEDU,Tarena International Inc,,O,56,3,67,94,37,44,40,Yes,"1,070","1,070",5.13,0,30.3,11.3,,Rita Spitz,,
7201 JP,Nissan Motor Co Ltd,,N,57,79,20,46,65,73,55,,"42,113","22,892",117.55,0,1.2,6.8,,Andrew Siepker,,
TAL,Tal Education Group,Yes,O,57,12,99,23,10,26,33,,"14,976","14,976",98.11,0,118.5,56.8,,Dan Su,,
TTS AU,Tatts Group Ltd,,N,58,47,60,50,67,89,23,,"4,957","4,738",11.01,0,2.0,24.0,,Dan Su,,
RFG AU,Retail Food Group Ltd,,N,58,56,17,78,95,50,45,Yes,697,568,4.88,0,-21.8,10.3,,Rita Spitz,,
ORLY,O'reilly Automotive Inc,Yes,N,58,4,56,81,98,37,17,Yes,"17,426","17,045",395.93,0,-28.2,14.9,,Andrew Siepker,,
JFC PM,Jollibee Foods Corp,Yes,O,59,22,94,26,81,37,15,,"5,070","2,187",2.82,0,13.0,33.2,,Dan Su,,
9435 JP,Hikari Tsushin Inc,,N,59,57,60,47,40,61,66,,"5,589","2,399",10.07,0,18.6,16.3,,Dan Su,,
MERL LN,Merlin Entertainments Plc,,N,59,31,79,55,65,51,14,,"6,101","4,201",23.21,0,11.0,18.3,,Dan Su,,
GVNV NA,Grandvision Nv,,N,59,5,76,79,71,74,9,Yes,"6,346","1,406",5.04,0,29.3,19.5,,Dan Su,,
UBM LN,Ubm Plc,,O,60,50,54,56,78,49,20,,"3,510","3,495",15.69,0,4.7,13.6,,Drew Buckley,,
9843 JP,Nitori Holdings Co Ltd,Yes,O,60,15,97,39,36,34,7,,"16,773","11,713",61.61,0,23.0,24.5,,Vivian Lin Thurston,,
PPB ID,Paddy Power Betfair Plc,Yes,N,60,15,72,80,86,31,18,Yes,"7,761","7,148",14.62,0,-5.7,16.1,,Dan Su,,
3606 HK,Fuyao Glass Industry Group Co Ltd,,O,60,33,63,86,40,56,21,,"8,727","1,530",7.32,0,13.8,14.1,,Anil Daka,,
LULU,Lululemon Athletica Inc,Yes,N,60,5,85,58,85,43,22,,"8,175","5,747",145.38,0,-4.9,22.9,,Rita Spitz,,
BMW GR,Bayerische Motoren Werke Ag,Yes,N,60,85,30,19,70,67,52,,"60,766","30,021",256.45,0,1.6,7.1,,Andrew Siepker,,
VIPS,Vipshop Holdings Ltd,Yes,N,60,20,53,94,91,53,60,Yes,"5,425","5,425",84.08,0,11.8,5.6,,Dan Su,,
SW FP,Sodexo Sa,,N,60,42,51,80,61,59,8,,"17,517","10,110",62.99,0,4.8,17.5,,Vivian Lin Thurston,,
ASC LN,Asos Plc,Yes,N,60,1,94,47,52,38,6,,"6,360","3,728",35.22,0,24.9,59.7,,Dan Su,,
CVCB3 BZ,Cvc Brasil Operadora E Agencia De Viagens Sa,,O,61,44,89,37,13,36,52,,"1,536","1,530",8.92,0,54.4,17.8,,Rita Spitz,,
2228 TT,Iron Force Industrial Co Ltd,,N,61,8,39,97,98,62,32,Yes,294,139,1.28,0,-1.4,11.0,,Greg Scolaro,,
CFR VX,Cie Financiere Richemont Sa,Yes,N,61,34,88,51,31,34,39,,"49,684","44,659",199.42,0,27.4,22.0,,Vivian Lin Thurston,,
204320 KS,Mando Corp,,N,61,59,27,74,84,83,63,,"2,071","1,202",10.90,0,21.9,10.4,,Taylor Cope,,
BJAUT IN,Bajaj Auto Ltd,Yes,N,61,6,76,88,63,54,41,,"12,366","5,197",12.49,0,15.9,17.1,,Andrew Siepker,,
ALSEA* MM,Alsea Sab De Cv,Yes,O,61,41,84,34,58,7,71,,"3,223","1,998",4.98,0,32.7,29.7,,Rita Spitz,,
016170 KS,Loen Entertainment Inc,,O,61,4,75,89,57,17,46,Yes,"1,829",590,1.74,0,25.4,21.8,,Rita Spitz,,
DTY LN,Dignity Plc,,N,61,32,84,40,79,70,1,,"1,505","1,487",5.81,0,9.2,17.4,,Rita Spitz,,
SK FP,Seb Sa,,O,61,57,67,50,28,22,16,,"8,951","7,232",15.67,0,31.6,16.9,,Dan Su,,
7453 JP,Ryohin Keikaku Co Ltd,,N,62,29,90,60,30,38,11,,"7,773","6,449",53.60,0,31.6,24.1,,Dan Su,,
009240 KS,Hanssem Co Ltd,,O,62,16,86,67,77,44,43,,"3,539","1,576",12.86,0,-5.6,20.9,,Dan Su,,
1128 HK,Wynn Macau Ltd,Yes,N,63,50,92,20,23,18,65,,"11,590","3,220",19.89,0,39.4,20.0,,Vivian Lin Thurston,,
BEC TB,Bec World Pcl,,N,63,8,53,97,84,86,79,Yes,920,431,4.40,0,20.8,22.2,,Greg Scolaro,,
ELIOR FP,Elior Group,,N,63,65,57,58,24,53,13,,"4,633","2,814",17.97,0,17.4,16.7,,Rita Spitz,,
ENDU IN,Endurance Technologies Ltd,,NO,63,11,96,62,22,26,34,,"2,128",372,1.44,0,68.7,27.3,,Greg Scolaro,,
BHFC IN,Bharat Forge Ltd,Yes,O,63,42,98,10,17,19,35,,"4,126","3,427",13.94,0,35.2,25.9,,Anil Daka,,
ITX SM,Industria De Diseno Textil Sa,Yes,N,63,5,91,66,61,26,1,,"123,436","43,785",197.72,0,16.2,25.3,,Vivian Lin Thurston,,
2782 JP,Seria Co Ltd,,N,63,4,99,34,24,39,27,,"3,804","2,151",6.22,0,46.6,30.2,,Dan Su,,
5904 TT,Poya International Co Ltd,,N,63,6,78,75,92,28,13,Yes,"1,158",628,0.72,0,13.8,20.4,,Bryan Shea,,
MTGB SS,Modern Times Group Mtg Ab,,NO,63,45,65,72,42,52,50,,"2,415","2,147",9.03,0,22.8,17.5,,Drew Buckley,,
LBTYA,Liberty Global Plc,Yes,N,63,64,43,44,87,59,84,,"27,967","6,860",85.27,0,9.8,70.1,,William Benton,,
INF LN,Informa Plc,,N,64,53,48,73,73,59,15,,"7,403","7,393",32.77,0,11.0,13.9,,William Benton,,
PNJ VN,Phu Nhuan Jewelry Jsc,,N,64,85,67,8,28,12,70,,493,318,1.31,0,56.7,13.2,,Bryan Shea,,
TTMT IN,Tata Motors Ltd,Yes,N,64,40,26,98,86,27,79,Yes,"18,597","9,610",58.14,0,-0.1,8.7,,Andrew Siepker,,
8273 JP,Izumi Co Ltd,,O,64,64,68,40,35,34,16,,"3,739","1,798",8.84,0,20.9,14.8,,Dan Su,,
DOM LN,Domino's Pizza Group Plc,Yes,N,64,6,62,93,92,50,14,Yes,"1,705","1,693",23.20,0,-20.3,17.1,,Rita Spitz,,
LREN3 BZ,Lojas Renner Sa,Yes,O,64,20,95,55,52,30,24,,"6,809","6,799",23.19,0,46.1,24.1,,Dan Su,,
MRVE3 BZ,Mrv Engenharia E Participacoes Sa,,O,64,64,27,87,56,58,39,Yes,"1,880","1,022",16.65,0,41.1,7.9,,Alaina Anderson,,
2231 TT,Cub Elecparts Inc,,N,64,4,90,76,48,22,61,,"1,122",510,6.81,0,57.2,21.5,,Greg Scolaro,,
MTN,Vail Resorts Inc,Yes,O,64,34,91,68,9,17,37,,"8,897","8,794",72.34,0,32.8,37.6,,Rita Spitz,,
LPP PW,Lpp Sa,,N,65,11,97,51,38,11,52,,"3,907","1,965",3.80,0,42.6,31.8,,Rita Spitz,,
3086 JP,J Front Retailing Co Ltd,,N,65,80,52,16,71,65,42,,"3,795","3,462",17.67,0,5.6,13.1,,Dan Su,,
7203 JP,Toyota Motor Corp,,NO,65,74,35,45,83,63,56,,"182,999","136,843",382.07,0,-3.1,9.7,,Andrew Siepker,,
000270 KS,Kia Motors Corp,,N,65,63,4,100,90,75,62,Yes,"12,692","6,979",29.12,0,2.0,5.5,,Andrew Siepker,,
9983 JP,Fast Retailing Co Ltd,Yes,N,65,11,87,66,87,6,22,Yes,"29,958","15,086",169.65,0,-15.9,26.6,,Vivian Lin Thurston,,
3291 JP,Iida Group Holdings Co Ltd,,N,65,87,12,48,89,83,40,,"5,074","2,381",16.38,0,-9.3,6.7,,Alaina Anderson,,
APO AU,Apn Outdoor Group Ltd,,N,66,44,50,74,92,58,12,Yes,631,580,6.87,0,-13.4,13.1,,Drew Buckley,,
4681 JP,Resorttrust Inc,,N,66,63,68,26,76,41,60,,"2,110","1,520",9.70,0,1.0,15.7,,Rita Spitz,,
MNCN IJ,Media Nusantara Citra Tbk Pt,,O,67,25,48,99,85,42,51,Yes,"1,583",645,1.51,0,5.6,11.5,,Greg Scolaro,,
200581 CH,Weifu High-Technology Group Co Ltd,,N,67,78,32,47,80,41,54,,"3,523",326,1.10,0,1.1,7.1,,Anil Daka,,
BIG TB,Big Camera Corp Pcl,,N,67,29,59,89,93,56,,Yes,342,24,2.58,0,-22.3,11.0,,Bryan Shea,,
9951 TT,Macauto Industrial Co Ltd,,N,67,13,62,98,77,40,61,Yes,440,233,2.06,0,8.1,13.9,,Greg Scolaro,,
PAG,Penske Automotive Group Inc,Yes,N,67,78,24,50,93,41,19,Yes,"3,441","1,433",19.93,0,-12.2,8.9,,Anil Daka,,
111770 KS,Youngone Corp,,N,68,67,38,73,67,39,52,,"1,319",491,3.40,0,15.9,10.0,,Bryan Shea,,
ROBINS TB,Robinson Pcl,,N,68,30,87,53,87,52,13,,"1,812",595,2.94,0,-0.3,18.2,,Bryan Shea,,
WHIRL IN,Whirlpool Of India Ltd,,N,68,2,99,39,39,19,29,,"2,343",586,1.46,0,37.6,30.7,,Bryan Shea,,
FALAB CI,Saci Falabella,Yes,O,68,55,87,31,36,55,22,,"23,588","9,718",17.82,0,17.3,24.4,,Vivian Lin Thurston,,
PAG IN,Page Industries Ltd,Yes,O,68,6,99,36,49,10,18,,"2,994","1,159",5.12,0,28.3,46.0,,Rita Spitz,,
TFG SJ,Foschini Group Ltd/the,,N,69,54,52,72,82,40,37,,"2,778","2,468",14.97,0,5.6,11.6,,Rita Spitz,,
RMS FP,Hermes International,Yes,O,69,1,95,77,34,52,2,,"54,895","13,343",73.71,0,23.5,35.6,,Vivian Lin Thurston,,
178 HK,Sa Sa International Holdings Ltd,,N,69,11,72,95,86,35,40,Yes,"1,071",374,2.11,0,-5.3,15.7,,Rita Spitz,,
MSKY IJ,Mnc Sky Vision Tbk Pt,,NO,69,63,56,,82,,,,540,9,0.03,0,-3.7,,,Drew Buckley,,
4751 JP,Cyberagent Inc,,N,69,8,75,99,39,29,81,,"3,991","3,104",35.75,0,23.6,30.5,,Drew Buckley,,
NWL,Newell Brands Inc,Yes,N,69,60,66,49,66,48,5,,"23,897","23,671",168.67,0,17.6,13.9,,Dan Su,,
CTD AU,Corporate Travel Management Ltd,,N,70,26,95,74,23,35,31,,"1,832","1,183",6.10,0,37.0,23.5,,Rita Spitz,,
2105 TT,Cheng Shin Rubber Industry Co Ltd,,N,70,32,53,97,81,98,67,,"6,334","3,311",9.31,0,12.8,14.6,,Anil Daka,,
SUI SJ,Sun International Ltd/south Africa,,N,70,63,41,63,96,29,66,,482,392,0.75,0,-32.9,6.5,,Bryan Shea,,
SCMA IJ,Surya Citra Media Tbk Pt,Yes,N,70,4,71,95,93,40,32,Yes,"2,520",987,3.32,0,-18.6,17.0,,Greg Scolaro,,
HMPRO TB,Home Product Center Pcl,Yes,N,71,29,88,54,93,25,11,Yes,"3,876","1,135",3.91,0,5.4,24.3,,Dan Su,,
3308 HK,Golden Eagle Retail Group Ltd,,N,71,70,73,15,87,29,48,,"2,200",554,0.34,0,-8.1,13.7,,Bryan Shea,,
AMZN,Amazon.com Inc,Yes,O,71,9,91,94,28,36,83,,"464,479","386,847","3,875.92",0,36.0,117.3,,Vivian Lin Thurston,,
QSR CN,Restaurant Brands International Inc,,N,72,60,97,15,17,16,30,,"28,824","13,220",40.50,0,9.2,24.6,,Vivian Lin Thurston,,
APTY IN,Apollo Tyres Ltd,,N,72,60,63,85,25,79,45,,"2,061","1,539",18.62,0,52.4,10.8,,Greg Scolaro,,
012330 KS,Hyundai Mobis Co Ltd,,N,72,69,10,98,87,91,36,Yes,"21,549","12,339",44.10,0,4.2,7.5,,Andrew Siepker,,
2333 HK,Great Wall Motor Co Ltd,Yes,N,72,63,33,95,59,70,46,Yes,"15,979","3,992",92.06,0,45.7,8.1,,Andrew Siepker,,
LPPF IJ,Matahari Department Store Tbk Pt,Yes,N,73,2,45,100,97,58,70,Yes,"2,307","1,904",5.39,0,-15.9,13.9,,Dan Su,,
DITV IN,Dish Tv India Ltd,,N,73,30,74,92,80,21,99,Yes,"1,320",390,6.77,0,2.0,41.0,,Drew Buckley,,
ASII IJ,Astra International Tbk Pt,Yes,N,73,38,72,91,68,48,17,Yes,"24,045","11,985",24.33,0,-1.7,14.5,,Andrew Siepker,,
SFER IM,Salvatore Ferragamo Spa,,O,73,10,87,95,58,78,24,Yes,"4,760","1,724",26.97,0,24.1,20.1,,Dan Su,,
SESG FP,Ses Sa,,N,73,49,49,94,72,72,19,Yes,"10,261","10,261",36.68,0,13.9,16.6,,William Benton,,
TPZ SM,Telepizza Group Sa,,N,74,74,54,67,53,1,67,,613,610,1.46,0,23.3,14.5,,Rita Spitz,,
6412 JP,Heiwa Corp,,N,75,71,25,94,76,68,72,Yes,"1,986","1,033",8.44,0,-3.1,11.5,,Quant Intl,,
DAI GR,Daimler Ag,Yes,N,75,88,27,54,82,65,50,,"76,524","71,445",448.35,0,-1.3,6.8,,Andrew Siepker,,
ARCLK TI,Arcelik As,,O,75,77,51,71,42,59,59,,"4,614","1,161",10.64,0,27.1,11.9,,Dan Su,,
6816 JP,Alpine Electronics Inc,,N,75,86,55,40,50,89,90,,"1,300",722,8.81,0,45.9,24.4,,Rita Spitz,,
UHRN SW,Swatch Group Ag/the,Yes,N,75,43,81,91,31,38,34,,"21,240","3,718",13.72,0,27.8,,,Vivian Lin Thurston,,
MWG VN,Mobile World Investment Corp,Yes,O,76,82,65,46,30,10,53,,"1,423","1,022",1.57,0,30.8,12.6,,Bryan Shea,,
1913 HK,Prada Spa,Yes,N,76,39,73,95,67,67,38,Yes,"9,432","1,889",8.01,0,9.4,20.8,,Vivian Lin Thurston,,
7532 JP,Don Quijote Holdings Co Ltd,,N,76,58,81,50,76,63,9,,"5,644","4,021",20.65,0,-1.8,18.2,,Dan Su,,
BOS IN,Bosch Ltd,,N,76,16,99,64,52,27,17,,"10,422","2,605",6.52,0,20.5,31.8,,Andrew Siepker,,
DEC FP,Jcdecaux Sa,Yes,N,76,49,83,63,78,48,27,,"7,109","2,488",10.45,0,24.4,23.8,,Drew Buckley,,
020000 KS,Handsome Co Ltd,,N,77,92,35,31,83,25,44,,756,310,2.08,0,13.2,10.1,,Bryan Shea,,
REA AU,Rea Group Ltd,Yes,N,77,1,96,93,37,17,23,,"7,129","2,650",12.99,0,39.7,26.3,,Drew Buckley,,
1527 TT,Basso Industry Corp,,O,77,74,51,64,88,67,76,Yes,428,325,1.98,0,-5.2,12.2,,Rita Spitz,,
8136 JP,Sanrio Co Ltd,,N,78,19,95,91,71,99,78,,"1,650","1,276",7.34,0,9.2,27.6,,Rita Spitz,,
GXL AU,Greencross Ltd,,N,78,72,38,80,94,48,62,Yes,556,434,3.56,0,-5.5,13.9,,Richard Reznick,,
GENM MK,Genting Malaysia Bhd,,NO,78,77,79,52,21,46,41,,"8,103","4,090",8.51,0,40.4,17.2,,Vivian Lin Thurston,,
BC IM,Brunello Cucinelli Spa,,N,79,36,100,48,17,41,8,,"1,927",771,1.79,0,34.6,33.9,,Rita Spitz,,
TVSL IN,Tvs Motor Co Ltd,,NO,79,28,98,93,4,33,60,,"4,316","1,553",9.69,0,71.5,28.8,,Anil Daka,,
7309 JP,Shimano Inc,Yes,N,80,21,98,86,69,58,47,Yes,"13,030","10,881",37.51,0,-6.4,24.6,,Vivian Lin Thurston,,
TOD IM,Tod's Spa,,N,80,64,66,85,70,82,29,,"2,348",564,7.53,0,7.2,22.1,,Rita Spitz,,
4324 JP,Dentsu Inc,,N,80,67,46,93,77,60,28,Yes,"12,570","9,548",43.93,0,-0.7,14.6,,William Benton,,
CMG,Chipotle Mexican Grill Inc,Yes,N,81,9,98,85,79,12,44,Yes,"8,711","8,580",500.89,0,-7.1,27.1,,Dan Su,,
1536 TT,Hota Industrial Manufacturing Co Ltd,,O,82,41,90,88,73,25,71,Yes,"1,157",913,10.42,0,19.2,19.1,,Greg Scolaro,,
4755 JP,Rakuten Inc,Yes,N,82,76,58,80,72,42,72,,"17,143","9,724",68.30,0,24.4,21.6,,William Benton,,
1728 HK,China Zhengtong Auto Services Holdings Ltd,,N,82,96,72,8,38,8,75,,"2,265",850,11.61,0,233.5,11.2,,Taylor Cope,,
MDM FP,Maisons Du Monde Sa,,N,83,75,81,74,32,16,55,,"1,850","1,823",4.49,0,41.0,20.5,,Rita Spitz,,
005380 KS,Hyundai Motor Co,Yes,N,83,91,19,94,61,61,62,Yes,"28,558","16,456",70.68,0,10.9,6.6,,Andrew Siepker,,
1970 HK,Imax China Holding Inc,,N,83,14,80,99,100,28,70,Yes,785,226,4.10,0,-45.0,16.1,,Greg Scolaro,,
DUFN VX,Dufry Ag,,O,83,71,68,92,35,15,48,,"8,488","3,880",66.96,0,27.1,14.8,,Dan Su,,
CEAT IN,Ceat Ltd,,O,83,54,81,99,12,48,75,,"1,027",465,26.78,0,69.5,13.4,,Greg Scolaro,,
2331 HK,Li Ning Co Ltd,,N,84,71,66,88,67,16,86,,"1,608","1,281",10.02,0,26.8,15.6,,Rita Spitz,,
SRF IN,Srf Ltd,,N,84,69,73,81,75,44,48,Yes,"1,308",423,4.23,0,5.8,13.7,,Greg Scolaro,,
PLANB TB,Plan B Media Pcl,,N,84,25,98,87,84,,49,Yes,592,225,0.60,0,4.4,28.8,,Greg Scolaro,,
1114 HK,Brilliance China Automotive Holdings Ltd,Yes,O,84,90,92,17,15,40,79,,"13,215","7,593",41.60,0,72.5,12.5,,Andrew Siepker,,
9921 TT,Giant Manufacturing Co Ltd,,N,84,56,52,97,97,64,45,Yes,"1,907","1,431",3.05,0,-12.5,16.5,,Rita Spitz,,
CROMPTON IN,Crompton Greaves Consumer Electricals Ltd,Yes,O,85,35,99,85,37,38,31,,"2,124","1,176",3.09,0,52.5,31.7,,Rita Spitz,,
MINT TB,Minor International Pcl,,O,85,65,94,55,58,62,50,,"5,140","2,094",12.62,0,26.0,26.3,,Dan Su,,
NETS,Netshoes Cayman Ltd,,N,85,71,74,90,,,,,408,108,2.08,0,25.5,-31.5,,Rita Spitz,,
951 HK,Chaowei Power Holdings Ltd,,N,85,89,19,89,98,7,66,Yes,614,343,2.26,0,-31.6,4.5,,Greg Scolaro,,
JD,Jd.com Inc,,N,86,85,98,10,27,26,92,,"58,725","58,725",511.88,0,77.8,53.1,,William Benton,,
SNH SJ,Steinhoff International Holdings Nv,Yes,N,86,64,72,90,87,12,39,,"21,329","10,141",41.41,0,0.4,11.6,,Vivian Lin Thurston,,
JUBI IN,Jubilant Foodworks Ltd,Yes,O,86,15,100,85,33,13,68,,"1,396",689,20.46,0,62.7,54.6,,Rita Spitz,,
2282 HK,Mgm China Holdings Ltd,,O,86,50,97,79,45,83,46,,"7,778","1,677",15.54,0,-3.7,19.4,,Vivian Lin Thurston,,
MSG,Madison Square Garden Co/the,Yes,N,86,75,88,69,41,,100,,"5,033","3,688",27.50,0,28.2,149.0,,Rita Spitz,,
